questionID,category,sets,question,A,B,C,D,AnswerKey
Mercury_7032883,Test,easy,"Between 40 and 50 million years ago, the landmass on the Indian plate collided with the landmass on the Eurasian plate. What formed when these landmasses collided? ", the Grand Canyon , the Great Plains , the Himalayan Mountains , the Mariana Trench,C
Mercury_7234343,Test,easy,Which difference between land and water contributes most directly to global climate change resulting from tectonic movement? , mean material densities , magnetic material content , heat absorption and retention properties , rate of radioactivity-related heat release,C
Mercury_7016363,Test,easy,What is the most likely effect of a drought on a population of frogs that live in a shallow swamp? , only younger frogs will survive , the number of predators will increase , decrease in frog population as water evaporates , increase in frog population as more land is exposed,C
MEA_2014_8_18,Test,easy,What is the source of genetic information of offspring produced by sexual reproduction? , the father only , the mother only , the mother and the father , neither the mother nor the father,C
Mercury_7179253,Test,easy,Animals respond to environmental stimuli obtained through their sensory organs. How does the body convert information from the environment to an internal response? , increased cellular temperature , selective membrane transport , chemical signaling , osmotic pressure,C
Mercury_SC_408509,Test,easy,Perry studies the ways in which animals are adapted for survival. Which is a behavioral adaptation that helps the organism to survive? , the long neck on a giraffe , the webbed feet on a duck , a bear hibernating in winter , a flower attracting a honeybee,C
Mercury_7126875,Test,easy,"A helium-filled balloon is released into the atmosphere. As the balloon rises, which would most likely increase and cause the balloon to burst? ", the mass of the helium , the density of the helium , the volume of the helium , the temperature of the helium,C
Mercury_7172813,Test,easy,"In the Adirondack forests of New York, some trees have died. The change in the forest is thought to be related to air pollution and rain. Which abiotic factor most likely has been changed as a result of the pollution and rain which resulted in the death of the trees? ", a decrease in the amount of available oxygen , an increase in the amount of sunlight , a decrease in the pH of the soil , an increase in the nutrients,C
NYSEDREGENTS_2010_4_8,Test,easy,The Sun is classified as , an organism , a decomposer , a star , a planet,C
Mercury_7200568,Test,easy,Mrs. Henry's class studied the arrangement of planets in the solar system. Which planets are closest to each other? , Mars and Earth , Saturn and Jupiter , Mercury and Venus , Uranus and Neptune,C
Mercury_SC_408851,Test,easy,The invention of the microscope was important to the advancement of science. Many other discoveries were only possible with the help of the microscope. The microscope was used to make which discovery? , Matter is made of elements. , Plants can make their own food. , Some organisms have only one cell. , White light can be broken into colors.,C
Mercury_SC_409669,Test,easy,A scientist discovered a way to turn plant material into fuel. This more cleanly burning fuel can be used in cars. How do people most likely benefit from turning plant material into fuel? , Cars are safer to drive. , Farmers grow more plants. , The amount of air pollution is reduced. , The number of cars around the world increases.,C
MCAS_2000_4_32,Test,easy,The parts of plants that make seeds are the , roots. , stems. , flowers. , leaves.,C
Mercury_SC_402116,Test,easy,A student is trying to model an ocean environment. What is the most important factor the student should add to the aquarium in order to make sure that the model is accurate? , starfish , seaweed , salt water , coral reef,C
Mercury_7222303,Test,easy,Which basic units of matter have the same properties as an element? , protons , electrons , atoms , neutrons,C
Mercury_7034773,Test,easy,One unique characteristic of water is that its specific heat , can only be measured in calories. , is lower than other common substances. , is higher than other common substances. , requires little energy for a big temperature change.,C
Mercury_SC_409026,Test,easy,Oil and gas are two sources of energy used in America. Which is the main reason oil and gas may be replaced with other sources of energy in the future? , Oil and gas produce very little power. , Oil and gas work in too few machines. , Oil and gas are limited in their supplies. , Oil and gas are too costly to remove from the ground.,C
Mercury_SC_400923,Test,easy,"In a forest, a brown-colored bird sits on a tree branch. How does the bird's brown color most likely help it survive in the forest? ", attracts insects for food , warns predators of its defense , hides it from predators , allows it to stay warm,C
Mercury_SC_401789,Test,easy,Which natural process is responsible for the formation of the Mississippi Delta? , snow , drought , deposition , weathering,C
Mercury_406923,Test,easy,A cyclist travels 3 km north in 25 minutes. What does this information describe? , mass , force , motion , gravity,C
NYSEDREGENTS_2013_4_13,Test,easy,Which organisms break down and recycle dead plants and animals? , predators , prey , decomposers , producers,C
Mercury_7137445,Test,easy,"Joann repeatedly overfed the fish in the pond behind her house. The nitrates from the excess food contributed to an overgrowth of algae. To correct the problem, Joann added more plants to the pond. How will adding more plants help? ", The plants make the pond look beautiful. , The plants will camouflage the green algae. , The plants will compete with algae for nutrients. , The plants will provide all the food for the fish.,C
Mercury_7217228,Test,easy,Which of the following will always produce a magnetic force on a nearby iron nail? , a long piece of copper wire , a large static electric charge , an electric current , an electric field,C
Mercury_7122955,Test,easy,"When one form of energy is converted into other forms of energy, the total amount of energy ", varies throughout the conversion. , increases because some energy is created. , remains constant throughout the conversion. , decreases because some energy is destroyed.,C
